-2.186919316302556315e-01,-7.642916719934687853e-02,7.419619974237423587e-02
1.980439885759196772e-01,-8.581110806601272012e-02,7.682557081981855607e-02
2.090091447102723488e-01,9.285121661709226648e-02,7.619392477556684307e-02
-1.325370398626017909e-01,-9.299359544075395945e-02,7.889381089307935524e-02
1.581818184097276980e-01,9.181462935623878330e-02,7.938776942965891648e-02
-4.164575676239967716e-01,-8.328553228447858545e-03,-8.626921906977358737e-03
-4.102862560225890576e-01,-3.178450112576720193e-02,-3.855868086303384373e-02
3.776583331888672124e-01,8.051451403703040882e-03,7.367017174763151877e-02
3.540919468145936055e-01,2.758137312443365713e-02,7.701737224404506255e-02
3.171854142376451247e-01,-1.021820961706823745e-02,7.968694777561943776e-02
2.511659269361914415e-01,6.481756473378852412e-02,8.002999622517595335e-02
-2.889483886175293059e-01,-2.081930905573852256e-02,8.813231584203928826e-02
-2.639160509817358724e-01,-4.041833052370083501e-02,8.810546306144081963e-02
-3.527068181230311877e-02,-2.851407171503598376e-02,9.079683344271288759e-02
-2.770094158619413327e-01,2.626652393760438298e-02,9.368839434815290357e-02
4.003384745639632092e-01,1.296055356252441559e-03,-1.193384153676368964e-03
2.379951245147176597e-01,9.643014270166243296e-02,-6.625459345916070303e-03
7.361687584564283182e-02,-1.073907640867279023e-01,1.512102295901671112e-02
-6.556546008440910199e-03,1.075441087605615992e-01,1.582866276911590667e-02
4.189493593751675293e-01,2.642961545431686543e-02,2.450732189992302357e-02
-6.618358929542524083e-02,1.096030789397530875e-01,3.744639163952705185e-02
2.554445255344942045e-01,-6.234856553846951366e-02,7.736020393109628579e-02
1.740144621958757687e-01,-7.156662184321346820e-02,7.086110161157554987e-02
-1.041195032726742464e-01,-7.383939686703304417e-02,7.150047535508780028e-02
-1.872931598462519442e-01,-7.154541859414820237e-02,7.331697660860848897e-02
1.049772175827715370e-01,9.117307453062135914e-02,7.684896848188971230e-02
2.995680741419937468e-02,8.360609807175070629e-02,7.806782563321883195e-02
-6.947638497082041231e-02,-1.090491757906780629e-01,2.727520987294921456e-02
1.861999381634605877e-01,-9.386700427590904949e-02,-5.892442412047325245e-02
-1.646884500175319344e-01,-9.429931370452128425e-02,-5.876889024078592316e-02
-2.260145668138025810e-01,9.376179565817284456e-02,-5.874700150819984340e-02
4.182627500162181544e-01,-5.552286196128027734e-02,-1.592187160296353043e-02
-4.167277429154010449e-01,8.211194843759511697e-02,-1.347169707586381472e-02
1.546108541406294445e-01,-1.054467389882739609e-01,-4.394546331697849612e-02
-1.647261968425567658e-01,1.058642935847752264e-01,-4.271718057733930873e-02
-2.334707995456435647e-01,-1.072712562634578481e-01,-3.656918044749346564e-02
1.649365482751469492e-01,-1.115103570367701052e-01,-1.279896957276698000e-02
6.413040709728462518e-02,-1.111464507571841287e-01,-1.609396696422060041e-02
2.164482354648368523e-01,1.102946294671024174e-01,-2.322568902213148490e-02
-1.848116193644004923e-01,1.112027291639441223e-01,-1.613008702456845272e-02
-1.529056745270859219e-01,1.118985232785341954e-01,-9.796294841012999355e-03
4.033778878751810293e-01,-8.345760451595775342e-02,4.014938343114258373e-02
-9.067163610772617510e-02,1.121677094465360902e-01,-7.228886908056604207e-03
2.180055464872449403e-02,1.121378207526411708e-01,4.870368370864221197e-03
1.920038302903797067e-01,1.121582502973376694e-01,-9.440942744907091649e-04
-9.210759424138889595e-02,-1.122298328161758230e-01,5.020715494249584215e-03
3.662400553896293792e-02,-1.122031894292256360e-01,2.722437754933922528e-03
1.304822327640736690e-01,-1.110564856649192828e-01,5.046339578461943656e-03
1.712439890708172818e-02,-1.089963877862362845e-01,4.164411896028131360e-02
5.524086062762992300e-02,-1.093577857335454318e-01,3.956491857565148929e-02
1.278111583417640973e-01,-1.086714053281076925e-01,4.292963831724341817e-02
2.097276160626886654e-01,-1.067472174781869815e-01,5.284859523820580746e-02
1.841375342017076699e-01,1.113336234939060060e-01,2.929678673315365758e-02
-4.298373125038814080e-01,4.148468968436905963e-02,3.789887750616527384e-02
-4.078057888558056510e-01,-9.285419474569740761e-03,4.070508945959840086e-02
-4.288873720745501328e-01,4.149845138164521413e-02,4.404894939280024069e-02
-4.118699173152746140e-01,-3.347622260150254214e-02,5.838981878006420378e-02
-1.839801711971811859e-01,1.123067793045601781e-01,6.000679617057005921e-02
-1.800264137545119492e-01,1.181579385228622853e-01,5.600963804669625845e-02
-8.392534515873123491e-02,-1.195357224390122819e-01,5.759995703129062311e-02
4.125930303903670437e-01,4.673483303760250090e-02,6.394259372484928372e-02
-4.246657274206478982e-01,-7.331502083375955603e-02,5.876380070306029546e-02
-4.049942450002308458e-01,4.150022844477287143e-02,6.462397046408122070e-02
-3.494470644378170343e-01,-6.348601072813418733e-02,7.360961355482137369e-02
-1.384783667898670523e-01,-9.995014297898582867e-02,7.373598197244199404e-02
-3.595781927430102276e-01,1.953092410002869178e-02,7.506633945693919063e-02
-3.431952260387644560e-01,5.423890873007806979e-02,7.677575802304473229e-02
-2.540308665322791870e-01,6.701274747819412070e-02,8.018983690066715242e-02
-3.056845625880132977e-01,3.208794199191923602e-02,7.988521371992740594e-02
-2.384959577172995893e-01,-5.496385821376481573e-02,8.041383003409302566e-02
-1.706733423019670404e-01,1.186898319521298602e-02,8.040745623872223857e-02
-1.422383042971804290e-01,-1.486196538423044389e-03,8.040712473164551843e-02
-1.142487972046386108e-01,9.621407818178042901e-03,8.040690975248247774e-02
-1.929975154847753394e-01,-1.247602302999750723e-04,8.040761331583715088e-02
-1.729455980552268290e-01,-1.884490918250565639e-02,8.040733684114820257e-02
-1.420386895323541288e-01,3.621764533964414758e-03,8.040714628247920548e-02
-2.162766350634314216e-01,-9.170124011604482983e-03,8.040779300152262055e-02
-1.897896432353830543e-01,6.961388494678776018e-02,8.040799256505938575e-02
-1.469474509870233314e-01,6.126845321952721635e-02,8.040783186738978405e-02
-8.031848585020290310e-02,-5.938052528412324921e-02,8.040745764046787480e-02
-1.302804529915993666e-02,-5.727183105031655869e-02,8.041590241629284486e-02
2.408098886748833919e-02,9.775182919500120457e-03,8.040799999999999337e-02
1.985326623597674089e-01,-2.807317363876256355e-02,8.037515701904210386e-02
4.125603602388949742e-01,4.754209977698965750e-02,-1.941631477806645897e-02
-3.716176205334600913e-02,4.537488254340149747e-03,8.316299829904422181e-02
4.153740556486974489e-01,7.355384104818850355e-02,9.903907322453123219e-03
4.265704423430851655e-01,-6.234730577039751531e-02,5.710386312590699787e-02
4.215676959605423324e-01,-4.248437885203902586e-02,8.373958099456164580e-03
-4.067590278203406240e-01,4.719613832101403339e-02,-5.257197284506592155e-02
-4.055070242759372112e-01,-7.934154137815745134e-02,-4.667550222499995682e-02
-1.239117157023483795e-01,1.132788428114993723e-01,3.478629978361772596e-02
-4.181794562421626837e-01,-5.451308443331452647e-02,3.226041430868684112e-02
-1.386267319621919680e-01,-1.166070833218539049e-01,4.885674635501578017e-02
-9.425445411222027614e-02,1.102041893591568789e-01,5.143840309286100421e-02
-2.367269945286012978e-01,-2.820860066570256980e-02,7.000444149940587835e-02
1.683446546865576265e-01,-3.306100000000000011e-02,7.067684969445821308e-02
5.920091555946909757e-03,-3.496291734668326850e-02,7.002756401582532764e-02
1.327812384052666217e-01,6.668082053252691321e-02,7.190089047377583309e-02
2.227783543569767377e-01,-4.761504159774671008e-02,7.561884472557355019e-02
3.580981041563682105e-02,4.919128463842172699e-02,7.735565741191761935e-02
